epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555737825,2023-04-15T12.48.57.825,14.880,-1.057,0.010,-0.071
1681555737835,2023-04-15T12.48.57.835,14.890,-1.055,0.013,-0.064
1681555737845,2023-04-15T12.48.57.845,14.900,-1.058,0.028,-0.077
1681555737855,2023-04-15T12.48.57.855,14.910,-1.061,0.043,-0.084
1681555737865,2023-04-15T12.48.57.865,14.920,-1.056,0.061,-0.085
1681555737875,2023-04-15T12.48.57.875,14.930,-1.056,0.066,-0.090
1681555737885,2023-04-15T12.48.57.885,14.940,-1.051,0.069,-0.083
1681555737895,2023-04-15T12.48.57.895,14.950,-1.052,0.069,-0.077
1681555737905,2023-04-15T12.48.57.905,14.960,-1.062,0.058,-0.073
1681555737915,2023-04-15T12.48.57.915,14.970,-1.065,0.035,-0.079
1681555737925,2023-04-15T12.48.57.925,14.980,-1.062,0.026,-0.082
1681555737935,2023-04-15T12.48.57.935,14.990,-1.061,0.023,-0.082
1681555737945,2023-04-15T12.48.57.945,15.000,-1.063,0.015,-0.081
1681555737955,2023-04-15T12.48.57.955,15.010,-1.069,0.002,-0.088
1681555737965,2023-04-15T12.48.57.965,15.020,-1.070,-0.000,-0.100
1681555737975,2023-04-15T12.48.57.975,15.030,-1.065,0.008,-0.106
1681555737985,2023-04-15T12.48.57.985,15.040,-1.054,0.014,-0.108
1681555737995,2023-04-15T12.48.57.995,15.050,-1.051,0.031,-0.094
1681555738005,2023-04-15T12.48.58.005,15.060,-1.061,0.047,-0.100
1681555738015,2023-04-15T12.48.58.015,15.070,-1.065,0.052,-0.099
1681555738025,2023-04-15T12.48.58.025,15.080,-1.059,0.059,-0.082
1681555738035,2023-04-15T12.48.58.035,15.090,-1.056,0.067,-0.074
1681555738045,2023-04-15T12.48.58.045,15.100,-1.065,0.071,-0.063
1681555738055,2023-04-15T12.48.58.055,15.110,-1.070,0.072,-0.049
1681555738065,2023-04-15T12.48.58.065,15.120,-1.061,0.060,-0.041
1681555738075,2023-04-15T12.48.58.075,15.130,-1.055,0.046,-0.026
1681555738085,2023-04-15T12.48.58.085,15.140,-1.056,0.029,-0.040
1681555738095,2023-04-15T12.48.58.095,15.150,-1.058,0.014,-0.045
1681555738105,2023-04-15T12.48.58.105,15.160,-1.059,0.011,-0.055
1681555738115,2023-04-15T12.48.58.115,15.170,-1.062,0.022,-0.060
1681555738125,2023-04-15T12.48.58.125,15.180,-1.058,0.036,-0.073
1681555738135,2023-04-15T12.48.58.135,15.190,-1.054,0.047,-0.082
1681555738145,2023-04-15T12.48.58.145,15.200,-1.047,0.053,-0.100
1681555738155,2023-04-15T12.48.58.155,15.210,-1.049,0.057,-0.103
1681555738165,2023-04-15T12.48.58.165,15.220,-1.057,0.056,-0.097
1681555738175,2023-04-15T12.48.58.175,15.230,-1.063,0.053,-0.085
1681555738185,2023-04-15T12.48.58.185,15.240,-1.065,0.043,-0.076
1681555738195,2023-04-15T12.48.58.195,15.250,-1.061,0.034,-0.078
1681555738205,2023-04-15T12.48.58.205,15.260,-1.063,0.024,-0.077
1681555738215,2023-04-15T12.48.58.215,15.270,-1.068,0.008,-0.075
1681555738225,2023-04-15T12.48.58.225,15.280,-1.068,-0.000,-0.070
1681555738235,2023-04-15T12.48.58.235,15.290,-1.064,0.006,-0.062
1681555738245,2023-04-15T12.48.58.245,15.300,-1.061,0.012,-0.060
1681555738255,2023-04-15T12.48.58.255,15.310,-1.058,0.007,-0.058
1681555738265,2023-04-15T12.48.58.265,15.320,-1.061,0.011,-0.059
1681555738275,2023-04-15T12.48.58.275,15.330,-1.058,0.027,-0.058
1681555738285,2023-04-15T12.48.58.285,15.340,-1.062,0.042,-0.059
1681555738295,2023-04-15T12.48.58.295,15.350,-1.062,0.055,-0.053
1681555738305,2023-04-15T12.48.58.305,15.360,-1.058,0.061,-0.055
1681555738315,2023-04-15T12.48.58.315,15.370,-1.057,0.065,-0.055
1681555738325,2023-04-15T12.48.58.325,15.380,-1.056,0.063,-0.052
1681555738335,2023-04-15T12.48.58.335,15.390,-1.057,0.052,-0.054
1681555738345,2023-04-15T12.48.58.345,15.400,-1.054,0.039,-0.052
1681555738355,2023-04-15T12.48.58.355,15.410,-1.060,0.022,-0.052
1681555738365,2023-04-15T12.48.58.365,15.420,-1.064,0.010,-0.065
1681555738375,2023-04-15T12.48.58.375,15.430,-1.067,0.011,-0.059
1681555738385,2023-04-15T12.48.58.385,15.440,-1.064,0.022,-0.062
1681555738395,2023-04-15T12.48.58.395,15.450,-1.059,0.031,-0.070
1681555738405,2023-04-15T12.48.58.405,15.460,-1.052,0.034,-0.073
1681555738415,2023-04-15T12.48.58.415,15.470,-1.059,0.032,-0.087
1681555738425,2023-04-15T12.48.58.425,15.480,-1.064,0.033,-0.085
1681555738435,2023-04-15T12.48.58.435,15.490,-1.062,0.036,-0.085
1681555738445,2023-04-15T12.48.58.445,15.500,-1.061,0.037,-0.082
1681555738455,2023-04-15T12.48.58.455,15.510,-1.058,0.042,-0.077
1681555738465,2023-04-15T12.48.58.465,15.520,-1.057,0.040,-0.078
1681555738475,2023-04-15T12.48.58.475,15.530,-1.058,0.035,-0.075
1681555738485,2023-04-15T12.48.58.485,15.540,-1.061,0.032,-0.076
1681555738495,2023-04-15T12.48.58.495,15.550,-1.060,0.032,-0.069
1681555738505,2023-04-15T12.48.58.505,15.560,-1.060,0.035,-0.063
1681555738515,2023-04-15T12.48.58.515,15.570,-1.058,0.036,-0.059
1681555738525,2023-04-15T12.48.58.525,15.580,-1.057,0.028,-0.061
1681555738535,2023-04-15T12.48.58.535,15.590,-1.059,0.027,-0.066
1681555738545,2023-04-15T12.48.58.545,15.600,-1.064,0.026,-0.070
1681555738555,2023-04-15T12.48.58.555,15.610,-1.062,0.025,-0.072
1681555738565,2023-04-15T12.48.58.565,15.620,-1.060,0.031,-0.070
1681555738575,2023-04-15T12.48.58.575,15.630,-1.059,0.039,-0.072
1681555738585,2023-04-15T12.48.58.585,15.640,-1.060,0.040,-0.071
1681555738595,2023-04-15T12.48.58.595,15.650,-1.062,0.037,-0.069
1681555738605,2023-04-15T12.48.58.605,15.660,-1.067,0.027,-0.070
1681555738615,2023-04-15T12.48.58.615,15.670,-1.063,0.014,-0.064
1681555738625,2023-04-15T12.48.58.625,15.680,-1.063,0.019,-0.070
1681555738635,2023-04-15T12.48.58.635,15.690,-1.068,0.032,-0.077
1681555738645,2023-04-15T12.48.58.645,15.700,-1.062,0.031,-0.074
1681555738655,2023-04-15T12.48.58.655,15.710,-1.059,0.023,-0.080
1681555738665,2023-04-15T12.48.58.665,15.720,-1.061,0.022,-0.093
1681555738675,2023-04-15T12.48.58.675,15.730,-1.060,0.025,-0.101
1681555738685,2023-04-15T12.48.58.685,15.740,-1.056,0.041,-0.102
1681555738695,2023-04-15T12.48.58.695,15.750,-1.056,0.054,-0.096
1681555738705,2023-04-15T12.48.58.705,15.760,-1.054,0.063,-0.085
1681555738715,2023-04-15T12.48.58.715,15.770,-1.057,0.065,-0.080
1681555738725,2023-04-15T12.48.58.725,15.780,-1.058,0.054,-0.077
1681555738735,2023-04-15T12.48.58.735,15.790,-1.061,0.046,-0.070
1681555738745,2023-04-15T12.48.58.745,15.800,-1.064,0.044,-0.062
1681555738755,2023-04-15T12.48.58.755,15.810,-1.059,0.040,-0.061
1681555738765,2023-04-15T12.48.58.765,15.820,-1.055,0.038,-0.052
1681555738775,2023-04-15T12.48.58.775,15.830,-1.057,0.037,-0.061
1681555738785,2023-04-15T12.48.58.785,15.840,-1.058,0.039,-0.070
1681555738795,2023-04-15T12.48.58.795,15.850,-1.056,0.037,-0.072
1681555738805,2023-04-15T12.48.58.805,15.860,-1.058,0.035,-0.073
1681555738815,2023-04-15T12.48.58.815,15.870,-1.064,0.041,-0.071
1681555738825,2023-04-15T12.48.58.825,15.880,-1.061,0.042,-0.064
1681555738835,2023-04-15T12.48.58.835,15.890,-1.059,0.039,-0.064
1681555738845,2023-04-15T12.48.58.845,15.900,-1.058,0.033,-0.066
1681555738855,2023-04-15T12.48.58.855,15.910,-1.064,0.023,-0.073
1681555738865,2023-04-15T12.48.58.865,15.920,-1.064,0.015,-0.081
1681555738875,2023-04-15T12.48.58.875,15.930,-1.063,0.014,-0.095
1681555738885,2023-04-15T12.48.58.885,15.940,-1.061,0.016,-0.092
1681555738895,2023-04-15T12.48.58.895,15.950,-1.054,0.026,-0.097
1681555738905,2023-04-15T12.48.58.905,15.960,-1.055,0.038,-0.105
1681555738915,2023-04-15T12.48.58.915,15.970,-1.059,0.043,-0.109
1681555738925,2023-04-15T12.48.58.925,15.980,-1.057,0.051,-0.106
1681555738935,2023-04-15T12.48.58.935,15.990,-1.052,0.053,-0.097
1681555738945,2023-04-15T12.48.58.945,16.000,-1.055,0.049,-0.095
1681555738955,2023-04-15T12.48.58.955,16.010,-1.059,0.047,-0.096
1681555738965,2023-04-15T12.48.58.965,16.020,-1.060,0.049,-0.088
1681555738975,2023-04-15T12.48.58.975,16.030,-1.059,0.052,-0.084
1681555738985,2023-04-15T12.48.58.985,16.040,-1.060,0.046,-0.079
1681555738995,2023-04-15T12.48.58.995,16.050,-1.062,0.032,-0.074
1681555739005,2023-04-15T12.48.59.005,16.060,-1.062,0.022,-0.071
1681555739015,2023-04-15T12.48.59.015,16.070,-1.061,0.020,-0.073
1681555739025,2023-04-15T12.48.59.025,16.080,-1.060,0.026,-0.071
1681555739035,2023-04-15T12.48.59.035,16.090,-1.058,0.035,-0.072
1681555739045,2023-04-15T12.48.59.045,16.100,-1.062,0.035,-0.071
1681555739055,2023-04-15T12.48.59.055,16.110,-1.060,0.033,-0.078
1681555739065,2023-04-15T12.48.59.065,16.120,-1.060,0.034,-0.075
1681555739075,2023-04-15T12.48.59.075,16.130,-1.062,0.031,-0.074
1681555739085,2023-04-15T12.48.59.085,16.140,-1.061,0.034,-0.074
1681555739095,2023-04-15T12.48.59.095,16.150,-1.059,0.038,-0.072
1681555739105,2023-04-15T12.48.59.105,16.160,-1.060,0.040,-0.071
1681555739115,2023-04-15T12.48.59.115,16.170,-1.060,0.037,-0.070
1681555739125,2023-04-15T12.48.59.125,16.180,-1.059,0.037,-0.074
1681555739135,2023-04-15T12.48.59.135,16.190,-1.060,0.037,-0.076
1681555739145,2023-04-15T12.48.59.145,16.200,-1.061,0.039,-0.079
1681555739155,2023-04-15T12.48.59.155,16.210,-1.058,0.039,-0.080
1681555739165,2023-04-15T12.48.59.165,16.220,-1.057,0.037,-0.079
1681555739175,2023-04-15T12.48.59.175,16.230,-1.059,0.031,-0.083
1681555739185,2023-04-15T12.48.59.185,16.240,-1.065,0.022,-0.083
1681555739195,2023-04-15T12.48.59.195,16.250,-1.066,0.019,-0.085
1681555739205,2023-04-15T12.48.59.205,16.260,-1.063,0.031,-0.089
1681555739215,2023-04-15T12.48.59.215,16.270,-1.058,0.043,-0.085
1681555739225,2023-04-15T12.48.59.225,16.280,-1.059,0.047,-0.080
1681555739235,2023-04-15T12.48.59.235,16.290,-1.059,0.044,-0.075
1681555739245,2023-04-15T12.48.59.245,16.300,-1.062,0.038,-0.079
1681555739255,2023-04-15T12.48.59.255,16.310,-1.058,0.031,-0.073
1681555739265,2023-04-15T12.48.59.265,16.320,-1.056,0.029,-0.074
1681555739275,2023-04-15T12.48.59.275,16.330,-1.060,0.029,-0.077
1681555739285,2023-04-15T12.48.59.285,16.340,-1.062,0.029,-0.078
1681555739295,2023-04-15T12.48.59.295,16.350,-1.059,0.033,-0.077
1681555739305,2023-04-15T12.48.59.305,16.360,-1.059,0.033,-0.079
1681555739315,2023-04-15T12.48.59.315,16.370,-1.058,0.031,-0.081
1681555739325,2023-04-15T12.48.59.325,16.380,-1.058,0.029,-0.085
1681555739335,2023-04-15T12.48.59.335,16.390,-1.057,0.027,-0.092
1681555739345,2023-04-15T12.48.59.345,16.400,-1.058,0.033,-0.089
1681555739355,2023-04-15T12.48.59.355,16.410,-1.058,0.042,-0.083
1681555739365,2023-04-15T12.48.59.365,16.420,-1.059,0.040,-0.083
1681555739375,2023-04-15T12.48.59.375,16.430,-1.057,0.034,-0.090
1681555739385,2023-04-15T12.48.59.385,16.440,-1.055,0.033,-0.085
1681555739395,2023-04-15T12.48.59.395,16.450,-1.061,0.034,-0.081
1681555739405,2023-04-15T12.48.59.405,16.460,-1.064,0.034,-0.079
1681555739415,2023-04-15T12.48.59.415,16.470,-1.060,0.029,-0.079
1681555739425,2023-04-15T12.48.59.425,16.480,-1.060,0.031,-0.081
1681555739435,2023-04-15T12.48.59.435,16.490,-1.061,0.033,-0.084
1681555739445,2023-04-15T12.48.59.445,16.500,-1.059,0.031,-0.084
1681555739455,2023-04-15T12.48.59.455,16.510,-1.057,0.031,-0.082
1681555739465,2023-04-15T12.48.59.465,16.520,-1.057,0.040,-0.079
1681555739475,2023-04-15T12.48.59.475,16.530,-1.061,0.041,-0.080
1681555739485,2023-04-15T12.48.59.485,16.540,-1.058,0.040,-0.082
1681555739495,2023-04-15T12.48.59.495,16.550,-1.058,0.040,-0.082
1681555739505,2023-04-15T12.48.59.505,16.560,-1.063,0.041,-0.082
1681555739515,2023-04-15T12.48.59.515,16.570,-1.061,0.041,-0.079
1681555739525,2023-04-15T12.48.59.525,16.580,-1.059,0.041,-0.078
1681555739535,2023-04-15T12.48.59.535,16.590,-1.056,0.042,-0.072
1681555739545,2023-04-15T12.48.59.545,16.600,-1.058,0.038,-0.073
1681555739555,2023-04-15T12.48.59.555,16.610,-1.061,0.037,-0.073
1681555739565,2023-04-15T12.48.59.565,16.620,-1.060,0.034,-0.077
1681555739575,2023-04-15T12.48.59.575,16.630,-1.058,0.030,-0.073
1681555739585,2023-04-15T12.48.59.585,16.640,-1.062,0.027,-0.078
1681555739595,2023-04-15T12.48.59.595,16.650,-1.062,0.030,-0.083
1681555739605,2023-04-15T12.48.59.605,16.660,-1.058,0.035,-0.082
1681555739615,2023-04-15T12.48.59.615,16.670,-1.059,0.041,-0.079
1681555739625,2023-04-15T12.48.59.625,16.680,-1.058,0.042,-0.077
1681555739635,2023-04-15T12.48.59.635,16.690,-1.061,0.042,-0.079
1681555739645,2023-04-15T12.48.59.645,16.700,-1.059,0.039,-0.082
1681555739655,2023-04-15T12.48.59.655,16.710,-1.060,0.041,-0.087
1681555739665,2023-04-15T12.48.59.665,16.720,-1.056,0.044,-0.087
1681555739675,2023-04-15T12.48.59.675,16.730,-1.055,0.041,-0.083
1681555739685,2023-04-15T12.48.59.685,16.740,-1.056,0.042,-0.078
1681555739695,2023-04-15T12.48.59.695,16.750,-1.055,0.041,-0.073
1681555739705,2023-04-15T12.48.59.705,16.760,-1.062,0.033,-0.071
1681555739715,2023-04-15T12.48.59.715,16.770,-1.064,0.024,-0.073
1681555739725,2023-04-15T12.48.59.725,16.780,-1.065,0.021,-0.070
1681555739735,2023-04-15T12.48.59.735,16.790,-1.060,0.022,-0.072
1681555739745,2023-04-15T12.48.59.745,16.800,-1.061,0.030,-0.072
1681555739755,2023-04-15T12.48.59.755,16.810,-1.062,0.037,-0.077
1681555739765,2023-04-15T12.48.59.765,16.820,-1.060,0.041,-0.072
1681555739775,2023-04-15T12.48.59.775,16.830,-1.057,0.042,-0.076
1681555739785,2023-04-15T12.48.59.785,16.840,-1.057,0.045,-0.082
1681555739795,2023-04-15T12.48.59.795,16.850,-1.057,0.047,-0.088
1681555739805,2023-04-15T12.48.59.805,16.860,-1.055,0.047,-0.091
1681555739815,2023-04-15T12.48.59.815,16.870,-1.052,0.045,-0.090
1681555739825,2023-04-15T12.48.59.825,16.880,-1.057,0.040,-0.089
1681555739835,2023-04-15T12.48.59.835,16.890,-1.062,0.039,-0.088
1681555739845,2023-04-15T12.48.59.845,16.900,-1.062,0.038,-0.089
1681555739855,2023-04-15T12.48.59.855,16.910,-1.059,0.039,-0.086
1681555739865,2023-04-15T12.48.59.865,16.920,-1.052,0.042,-0.082
1681555739875,2023-04-15T12.48.59.875,16.930,-1.055,0.045,-0.087
1681555739885,2023-04-15T12.48.59.885,16.940,-1.060,0.044,-0.090
1681555739895,2023-04-15T12.48.59.895,16.950,-1.059,0.045,-0.087
1681555739905,2023-04-15T12.48.59.905,16.960,-1.064,0.047,-0.085
1681555739915,2023-04-15T12.48.59.915,16.970,-1.058,0.042,-0.084
1681555739925,2023-04-15T12.48.59.925,16.980,-1.060,0.042,-0.081
1681555739935,2023-04-15T12.48.59.935,16.990,-1.062,0.045,-0.087
1681555739945,2023-04-15T12.48.59.945,17.000,-1.061,0.042,-0.084
1681555739955,2023-04-15T12.48.59.955,17.010,-1.058,0.043,-0.084
1681555739965,2023-04-15T12.48.59.965,17.020,-1.058,0.045,-0.090
1681555739975,2023-04-15T12.48.59.975,17.030,-1.055,0.039,-0.086
1681555739985,2023-04-15T12.48.59.985,17.040,-1.057,0.034,-0.085
1681555739995,2023-04-15T12.48.59.995,17.050,-1.060,0.030,-0.081
1681555740005,2023-04-15T12.49.00.005,17.060,-1.058,0.023,-0.082
1681555740015,2023-04-15T12.49.00.015,17.070,-1.058,0.021,-0.077
1681555740025,2023-04-15T12.49.00.025,17.080,-1.060,0.027,-0.080
1681555740035,2023-04-15T12.49.00.035,17.090,-1.060,0.035,-0.083
1681555740045,2023-04-15T12.49.00.045,17.100,-1.055,0.046,-0.077
1681555740055,2023-04-15T12.49.00.055,17.110,-1.054,0.052,-0.088
1681555740065,2023-04-15T12.49.00.065,17.120,-1.061,0.054,-0.092
1681555740075,2023-04-15T12.49.00.075,17.130,-1.061,0.052,-0.094
1681555740085,2023-04-15T12.49.00.085,17.140,-1.059,0.050,-0.088
1681555740095,2023-04-15T12.49.00.095,17.150,-1.057,0.050,-0.083
1681555740105,2023-04-15T12.49.00.105,17.160,-1.060,0.051,-0.077
1681555740115,2023-04-15T12.49.00.115,17.170,-1.061,0.045,-0.067
1681555740125,2023-04-15T12.49.00.125,17.180,-1.060,0.038,-0.066
1681555740135,2023-04-15T12.49.00.135,17.190,-1.063,0.031,-0.063
1681555740145,2023-04-15T12.49.00.145,17.200,-1.062,0.028,-0.063
1681555740155,2023-04-15T12.49.00.155,17.210,-1.059,0.023,-0.067
1681555740165,2023-04-15T12.49.00.165,17.220,-1.060,0.019,-0.090
1681555740175,2023-04-15T12.49.00.175,17.230,-1.071,0.025,-0.108
1681555740185,2023-04-15T12.49.00.185,17.240,-1.062,0.036,-0.117
1681555740195,2023-04-15T12.49.00.195,17.250,-1.047,0.043,-0.119
1681555740205,2023-04-15T12.49.00.205,17.260,-1.051,0.050,-0.120
1681555740215,2023-04-15T12.49.00.215,17.270,-1.056,0.050,-0.132
1681555740225,2023-04-15T12.49.00.225,17.280,-1.062,0.050,-0.128
1681555740235,2023-04-15T12.49.00.235,17.290,-1.059,0.051,-0.113
1681555740245,2023-04-15T12.49.00.245,17.300,-1.051,0.051,-0.097
1681555740255,2023-04-15T12.49.00.255,17.310,-1.053,0.052,-0.080
1681555740265,2023-04-15T12.49.00.265,17.320,-1.058,0.050,-0.067
1681555740275,2023-04-15T12.49.00.275,17.330,-1.057,0.042,-0.051
1681555740285,2023-04-15T12.49.00.285,17.340,-1.055,0.038,-0.038
1681555740295,2023-04-15T12.49.00.295,17.350,-1.066,0.033,-0.041
1681555740305,2023-04-15T12.49.00.305,17.360,-1.068,0.023,-0.043
1681555740315,2023-04-15T12.49.00.315,17.370,-1.068,0.016,-0.053
1681555740325,2023-04-15T12.49.00.325,17.380,-1.070,0.023,-0.065
1681555740335,2023-04-15T12.49.00.335,17.390,-1.068,0.030,-0.087
1681555740345,2023-04-15T12.49.00.345,17.400,-1.062,0.031,-0.104
1681555740355,2023-04-15T12.49.00.355,17.410,-1.055,0.039,-0.102
1681555740365,2023-04-15T12.49.00.365,17.420,-1.047,0.054,-0.103
1681555740375,2023-04-15T12.49.00.375,17.430,-1.047,0.067,-0.101
1681555740385,2023-04-15T12.49.00.385,17.440,-1.065,0.068,-0.098
1681555740395,2023-04-15T12.49.00.395,17.450,-1.085,0.065,-0.096
1681555740405,2023-04-15T12.49.00.405,17.460,-1.084,0.060,-0.085
1681555740415,2023-04-15T12.49.00.415,17.470,-1.076,0.058,-0.061
1681555740425,2023-04-15T12.49.00.425,17.480,-1.077,0.055,-0.045
1681555740435,2023-04-15T12.49.00.435,17.490,-1.082,0.056,-0.020
1681555740445,2023-04-15T12.49.00.445,17.500,-1.097,0.057,0.005
1681555740455,2023-04-15T12.49.00.455,17.510,-1.115,0.052,0.023
1681555740465,2023-04-15T12.49.00.465,17.520,-1.127,0.052,0.058
1681555740475,2023-04-15T12.49.00.475,17.530,-1.125,0.041,0.094
1681555740485,2023-04-15T12.49.00.485,17.540,-1.110,0.018,0.127
1681555740495,2023-04-15T12.49.00.495,17.550,-1.093,0.009,0.174
1681555740505,2023-04-15T12.49.00.505,17.560,-1.080,0.007,0.214
1681555740515,2023-04-15T12.49.00.515,17.570,-1.076,-0.012,0.210
1681555740525,2023-04-15T12.49.00.525,17.580,-1.079,-0.039,0.197
1681555740535,2023-04-15T12.49.00.535,17.590,-1.094,-0.029,0.191
1681555740545,2023-04-15T12.49.00.545,17.600,-1.095,-0.076,0.195
1681555740555,2023-04-15T12.49.00.555,17.610,-1.036,-0.080,0.233
1681555740565,2023-04-15T12.49.00.565,17.620,-1.034,-0.012,0.239
1681555740575,2023-04-15T12.49.00.575,17.630,-1.022,0.065,0.241
1681555740585,2023-04-15T12.49.00.585,17.640,-0.984,0.120,0.185
1681555740595,2023-04-15T12.49.00.595,17.650,-0.968,0.128,0.149
1681555740605,2023-04-15T12.49.00.605,17.660,-0.933,0.071,0.144
1681555740615,2023-04-15T12.49.00.615,17.670,-0.904,-0.024,0.087
1681555740625,2023-04-15T12.49.00.625,17.680,-0.943,0.017,-0.030
1681555740635,2023-04-15T12.49.00.635,17.690,-1.036,0.056,-0.147
1681555740645,2023-04-15T12.49.00.645,17.700,-1.037,0.064,-0.128
1681555740655,2023-04-15T12.49.00.655,17.710,-0.976,-0.045,-0.061
1681555740665,2023-04-15T12.49.00.665,17.720,-0.999,-0.217,-0.016
1681555740675,2023-04-15T12.49.00.675,17.730,-0.991,-0.253,0.105
1681555740685,2023-04-15T12.49.00.685,17.740,-1.026,-0.281,0.141
1681555740695,2023-04-15T12.49.00.695,17.750,-1.000,-0.211,0.125
1681555740705,2023-04-15T12.49.00.705,17.760,-0.960,-0.133,0.106
1681555740715,2023-04-15T12.49.00.715,17.770,-0.964,-0.052,0.051
1681555740725,2023-04-15T12.49.00.725,17.780,-0.987,0.042,0.053
1681555740735,2023-04-15T12.49.00.735,17.790,-0.995,-0.006,0.112
1681555740745,2023-04-15T12.49.00.745,17.800,-0.936,-0.006,0.279
1681555740755,2023-04-15T12.49.00.755,17.810,-0.929,0.041,0.284
1681555740765,2023-04-15T12.49.00.765,17.820,-0.940,0.012,0.171
1681555740775,2023-04-15T12.49.00.775,17.830,-1.003,-0.099,0.155
1681555740785,2023-04-15T12.49.00.785,17.840,-1.000,-0.081,0.125
1681555740795,2023-04-15T12.49.00.795,17.850,-1.003,-0.002,0.094
1681555740805,2023-04-15T12.49.00.805,17.860,-1.012,0.013,0.082
1681555740815,2023-04-15T12.49.00.815,17.870,-0.974,-0.001,0.165
1681555740825,2023-04-15T12.49.00.825,17.880,-0.954,0.042,0.310
1681555740835,2023-04-15T12.49.00.835,17.890,-0.993,0.023,0.352
1681555740845,2023-04-15T12.49.00.845,17.900,-1.069,-0.028,0.351
1681555740855,2023-04-15T12.49.00.855,17.910,-1.085,-0.043,0.399
1681555740865,2023-04-15T12.49.00.865,17.920,-1.149,-0.051,0.234
1681555740875,2023-04-15T12.49.00.875,17.930,-1.201,-0.046,0.111
1681555740885,2023-04-15T12.49.00.885,17.940,-1.101,-0.007,0.243
1681555740895,2023-04-15T12.49.00.895,17.950,-0.961,0.115,0.406
1681555740905,2023-04-15T12.49.00.905,17.960,-0.898,0.159,0.527
1681555740915,2023-04-15T12.49.00.915,17.970,-0.911,0.151,0.512
1681555740925,2023-04-15T12.49.00.925,17.980,-0.938,0.150,0.551
1681555740935,2023-04-15T12.49.00.935,17.990,-0.969,0.180,0.564
1681555740945,2023-04-15T12.49.00.945,18.000,-1.030,0.219,0.502
1681555740955,2023-04-15T12.49.00.955,18.010,-1.025,0.206,0.472
1681555740965,2023-04-15T12.49.00.965,18.020,-1.034,0.151,0.421
1681555740975,2023-04-15T12.49.00.975,18.030,-1.019,0.098,0.448
1681555740985,2023-04-15T12.49.00.985,18.040,-1.011,0.005,0.525
1681555740995,2023-04-15T12.49.00.995,18.050,-0.981,-0.082,0.651
1681555741005,2023-04-15T12.49.01.005,18.060,-0.975,-0.020,0.677
1681555741015,2023-04-15T12.49.01.015,18.070,-0.999,-0.008,0.640
1681555741025,2023-04-15T12.49.01.025,18.080,-0.944,-0.071,0.632
1681555741035,2023-04-15T12.49.01.035,18.090,-0.856,-0.113,0.644
1681555741045,2023-04-15T12.49.01.045,18.100,-0.799,-0.127,0.652
1681555741055,2023-04-15T12.49.01.055,18.110,-0.786,-0.091,0.601
1681555741065,2023-04-15T12.49.01.065,18.120,-0.810,-0.061,0.609
1681555741075,2023-04-15T12.49.01.075,18.130,-0.808,-0.077,0.740
1681555741085,2023-04-15T12.49.01.085,18.140,-0.820,-0.030,0.737
1681555741095,2023-04-15T12.49.01.095,18.150,-0.827,-0.053,0.717
1681555741105,2023-04-15T12.49.01.105,18.160,-0.785,-0.089,0.773
1681555741115,2023-04-15T12.49.01.115,18.170,-0.789,-0.042,0.789
1681555741125,2023-04-15T12.49.01.125,18.180,-0.817,-0.018,0.774
1681555741135,2023-04-15T12.49.01.135,18.190,-0.818,-0.016,0.743
1681555741145,2023-04-15T12.49.01.145,18.200,-0.809,-0.064,0.712
1681555741155,2023-04-15T12.49.01.155,18.210,-0.792,-0.093,0.760
1681555741165,2023-04-15T12.49.01.165,18.220,-0.796,-0.079,0.783
1681555741175,2023-04-15T12.49.01.175,18.230,-0.812,-0.061,0.790
1681555741185,2023-04-15T12.49.01.185,18.240,-0.806,-0.074,0.797
1681555741195,2023-04-15T12.49.01.195,18.250,-0.789,-0.082,0.796
1681555741205,2023-04-15T12.49.01.205,18.260,-0.784,-0.085,0.793
1681555741215,2023-04-15T12.49.01.215,18.270,-0.778,-0.095,0.788
1681555741225,2023-04-15T12.49.01.225,18.280,-0.784,-0.105,0.779
1681555741235,2023-04-15T12.49.01.235,18.290,-0.787,-0.108,0.779
1681555741245,2023-04-15T12.49.01.245,18.300,-0.789,-0.097,0.785
1681555741255,2023-04-15T12.49.01.255,18.310,-0.817,-0.092,0.784
1681555741265,2023-04-15T12.49.01.265,18.320,-0.849,-0.117,0.800
1681555741275,2023-04-15T12.49.01.275,18.330,-0.873,-0.131,0.792
1681555741285,2023-04-15T12.49.01.285,18.340,-0.865,-0.114,0.774
1681555741295,2023-04-15T12.49.01.295,18.350,-0.832,-0.102,0.776
1681555741305,2023-04-15T12.49.01.305,18.360,-0.827,-0.080,0.768
1681555741315,2023-04-15T12.49.01.315,18.370,-0.843,-0.058,0.758
1681555741325,2023-04-15T12.49.01.325,18.380,-0.838,-0.061,0.760
1681555741335,2023-04-15T12.49.01.335,18.390,-0.842,-0.062,0.752
1681555741345,2023-04-15T12.49.01.345,18.400,-0.848,-0.078,0.759
1681555741355,2023-04-15T12.49.01.355,18.410,-0.860,-0.077,0.746
1681555741365,2023-04-15T12.49.01.365,18.420,-0.871,-0.085,0.725
1681555741375,2023-04-15T12.49.01.375,18.430,-0.855,-0.095,0.711
1681555741385,2023-04-15T12.49.01.385,18.440,-0.841,-0.084,0.712
1681555741395,2023-04-15T12.49.01.395,18.450,-0.860,-0.073,0.709
